"Prednasejici","Nazev","Bio","Anotace","Url","YouTube"
"Kamil Ševeček","🎤 Zero Sugar","","<p>Přednášející Kamil Ševeček ve své přednášce probírá téma sladidel a omezování cukru, které považuje za kontroverzní. V úvodu zmiňuje svůj vztah k sladkému čaji, kde si dává mnoho kostek cukru, ale postupně přešel ke sladidlům. Hlavní důvod jeho přechodu na sladidla bylo podráždění žaludku a pálení žáhy, které mu způsobovalo nadměrné množství cukru.</p>
<p>Ševeček vysvětluje, že sladidla nejsou jedovatá, jak si někteří myslí, a jsou schválena k použití v potravinách. Mezi běžně používanými sladidly zmínil sacharin, aspartam, acesulfam K a sukralózu, přičemž každé z nich má své specifické vlastnosti a některá jsou vnímána jako kontroverzní kvůli starším studiím o jejich účincích. Například sacharin byl spojován s rakovinou močového měchýře u potkanů, ale to se nepotvrdilo u lidí. Aspartam zase může v těle produkovat metanol, ale v malých množstvích, která nejsou považována za škodlivá.</p>
<p>Sukralóza je podle přednášejícího nejbezpečnější a nejpodobnější cukru. Vysvětlil také rozdíly mezi přírodními sladidly, jako je stévie, a zmínil, že sukralóza a stévie jsou ideální pro pečení, i když mají některé zvláštní vlastnosti. Například pečivo se sukralózou rychle vysychá, protože neabsorbuje vodu jako běžný cukr. Dalším zajímavým sladidlem je eritritol, který má chladivý efekt díky endotermické reakci.</p>
<p>V druhé části přednášky Ševeček rozebírá cukry-alkoholy, jako jsou maltitol, sorbitol, xylitol a eritritol. Vysvětluje, že tyto látky nelze metabolizovat, což znamená, že neobsahují kalorie, ale některé z nich mohou způsobit zažívací potíže. Eritritol je z nich nejbezpečnější a má zajímavý chladivý efekt. Přesto zdůrazňuje, že tyto cukry nejsou vhodné pro lidi, kteří trpí pálením žáhy, protože mají podobný účinek jako běžný cukr.</p>
<p>Na závěr zmínil L-glukózu, což je forma glukózy, kterou lidské tělo nedokáže metabolizovat. Přestože chutná stejně jako běžná glukóza, nedá se využít jako zdroj energie, což by ji činilo ideálním sladidlem bez kalorií, kdyby byla dostupnější.</p>
<p>Celkově přednáška zdůrazňuje různé výhody a nevýhody sladidel a jejich roli v moderní stravě. Hlavním argumentem je, že sladidla mohou být bezpečnou náhradou cukru, pokud jsou používána v rozumných množstvích a s ohledem na individuální potřeby a preference.</p>
","https://docs.google.com/presentation/d/1gw9-1-7JpieulzRNrkte2SnQtOwsFaYndec0jEomNsk/edit#slide=id.g2d3e48ff1ef_0_0","https://www.youtube.com/watch?v=ITNyJfeL9oc"
"Leoš Přikryl","🎤 Optimalizace domácnosti na spotové ceny elektřiny","https://www.linkedin.com/in/leosprikryl/","<p>Přednášející Leoš Přikryl v tomto videu popisuje, jak doma optimalizuje spotřebu elektřiny na základě spotových cen. Inspirací mu byla zkušenost jeho známé, která tento model využívá. Vysvětluje, že spotové ceny elektřiny jsou určovány denním trhem a mění se v závislosti na nabídce a poptávce. Ceny jsou známé den dopředu a kolísají v průběhu dne, někdy i velmi výrazně.</p>
<p>Přikryl se snaží svou spotřebu přizpůsobit levnějším časovým úsekům, aby ušetřil, a zároveň s pomocí fotovoltaické elektrárny a baterií prodávat elektřinu v době, kdy je nejdražší. Přednáší o tom, že optimalizace spotřeby má smysl hlavně pro domácnosti s vyšší spotřebou, například když topí elektřinou nebo ohřívají vodu. Pokud má někdo fotovoltaiku, může navíc prodávat elektřinu do sítě.</p>
<p>Vysvětluje, že pokud se baterie nabije během období nízkých cen, může ji domácnost využívat v době dražší elektřiny. Ideální scénář je ten, kdy domácnost dokáže efektivně spravovat spotřebu i prodej elektřiny. Přednášející zdůrazňuje, že každá domácnost může optimalizovat spotřebu různými způsoby, včetně přesunu používání některých spotřebičů do časů levné energie.</p>
<p>Přikryl také popisuje, jak spravuje svou domácnost pomocí Home Assistant, kde sleduje řadu ukazatelů a integrací pro řízení fotovoltaiky, tepelného čerpadla a spotřebičů. Ukazuje své dashboardy a sleduje například teploty v místnostech s vysokými tepelnými ztrátami.</p>
<p>Závěrem přednášející doporučuje řešení od společnosti Delta Green, která nabízí zařízení Teus, jež automatizuje řízení spotřeby. Přikryl to zkoušel sám, ale zjistil, že toto řešení dosahuje podobných výsledků s minimální námahou. Navíc dodává, že Delta Green plánuje do budoucna řídit i spotřebiče a zapojit se do prodeje flexibility pro energetické sítě.</p>
","https://docs.google.com/presentation/d/1xk2bZjr_H16P_NBaKTibx-E1dODgjiNG5WSagivHtmQ/edit?usp=sharing","https://www.youtube.com/watch?v=-IwcUtl1j4U"
"Tomucha","🎤 Toki Pona: Jazyk dobra","","<p>Přednášející ve videu vysvětluje základy umělého jazyka Toki Pona, který vytvořila kanadská lingvistka Sonja Langová. Tento jazyk, podobný esperantu, má jen 120 slov a klade důraz na jednoduchost a minimalismus. Hned na začátku popisuje, jak některá slova mají širší významy, například „tok“ znamená nejen mluvit, ale i myslet, a „pona“ znamená jak dobrý, tak i jednoduchý.</p>
<p>Jazyk Toki Pona nemá komplexní gramatiku a používá jednoduché konstrukce větných členů. Přednášející vysvětluje, že věty jsou strukturovány striktně a například pořadí podmětu, přísudku a předmětu je vždy stejné. V Toki Pona nejsou komplikované hlásky jako „r“ nebo „h“, což usnadňuje jeho výslovnost. Vlastní jména se přepisují do povolené abecedy, a tak třeba jméno &quot;Tomucha&quot; se přepisuje jako &quot;Tomuka.&quot;</p>
<p>Přednášející dále ukazuje, jak se skládají slova a věty v Toki Pona. Například pro slovo „pivo“ se používá spojení „bláznivá voda“ – „telo nasa“. Také vysvětluje, jak se tvoří otázky a rozkazy pomocí jednoduché úpravy věty, například přidáním slova „seme“ na místo neznámého prvku ve větě.</p>
<p>Zmíní také, že Toki Pona má vlastní znakovou řeč a písmo, kde každé slovo má svůj symbol nebo emoji. Ukazuje příklad věty „Tomucha pije pivo“, která je v Toki Pona složená do jednoduchých symbolů, a diskutuje o tom, jak se v tomto jazyce tvoří grafické věty.</p>
<p>Závěrem přednášející dodává, že Toki Pona má své příznivce mezi lingvisty a dalšími nadšenci, a poskytuje několik tipů na webové stránky, kde je možné se jazyk naučit nebo si přečíst překlady slavných děl, například Čaroděje ze země Oz v Toki Pona.</p>
","https://docs.google.com/presentation/d/1YzXB9UEiNi6RIlDg987zW6ah0sgjNYYLtuUZ-S7N5S0/edit#slide=id.p","https://www.youtube.com/watch?v=ZW58FuodPRY"
"Jan Vondrouš","🎤 IntelliJ IDEA few advanced debugging features","","<p>Přednášející z firmy elevel představuje několik tipů na používání debuggeru v IntelliJ IDEA. Začíná tím, že ho překvapilo, kolik funkcí debuggeru nevyužíval, a rozhodl se některé z nich ukázat. I když příklady jsou v Kotlinu, všechny ukázané postupy fungují stejně i v Javě.</p>
<p>První ukazuje možnost restartování metody pomocí funkce <em>reset frame</em>, což umožňuje opakované spuštění metody od začátku. Další tip zahrnuje možnost ukončit metodu předčasně a určit, co má vrátit.</p>
<p>Dále předvádí metodu, která často způsobuje chybu. Pomocí debuggeru ukazuje, jak se vrátit na konkrétní místo v kódu a zkusit jej znovu spustit. K tomu využívá <em>Jump to Line</em> plugin, který umožňuje přeskočit na určitou řádku v kódu bez nutnosti znovu spouštět celou aplikaci.</p>
<p>Další funkcí je <em>trace point</em>, která umožňuje sledovat určité body v kódu, aniž by debugger aplikaci zastavil. Přednášející ukazuje, jak lze vyhodnotit proměnné na breakpointu a zalogovat výrazy bez nutnosti používat tradiční <code>print</code> výstupy. Výhodou je, že tyto výstupy nejsou součástí kódu, takže je nelze omylem zkompilovat a pushnout do produkce.</p>
<p>Následující část se zaměřuje na sledování konkrétních vláken (threadů). Přednášející ukazuje, jak lze označit určitý objekt pomocí <em>mark object</em> a používat ho ve výrazech nebo podmínkách. Také vysvětluje, jak sledovat objekty v paměti pomocí funkce <em>show objects in memory</em>, která zobrazuje všechny instance objektů daného typu a jejich aktuální hodnoty.</p>
<p>Přednášející pokračuje demonstrací funkce <em>Stream debugger</em>, která umožňuje sledovat operace nad streamy v Kotlinu i Javě. Ukazuje, jak pomocí tohoto nástroje lze krokovat jednotlivé transformace nad datovými strukturami.</p>
<p>V závěrečné části se věnuje vlastním <em>rendererům</em>, což jsou vlastní způsoby zobrazení datových struktur v debuggeru. Pomocí anotace <em>Jetbrains renderer</em> lze přizpůsobit, jak jsou zobrazeny konkrétní třídy v debuggeru, což může být užitečné při práci na projektech.</p>
<p>Na závěr přednášející shrnuje hlavní body: instalace <em>Jump to Line</em> pluginu, používání <em>trace pointů</em> místo <code>print</code> výpisů, zapnutí zobrazování návratových hodnot metod, označování objektů pro snadnější sledování a využití <em>Stream debuggeru</em> a <em>Custom renderers</em>. Dále zdůrazňuje, že sledování paměti během debugování je velmi užitečné.</p>
","https://github.com/bugs84/idea-debugging","https://www.youtube.com/watch?v=2KxEIFHLe1g"
"Lukáš Křečan","🎤 Zákony SW architektury","","<p>V tomto videu přednášející hovoří o zákonech softwarové architektury a jeho zkušenostech s rozhodováním v roli softwarového architekta. Na začátku popisuje, jak se často musí rozhodovat mezi několika špatnými možnostmi, což ho zpočátku mrzelo, ale později si uvědomil, že je to normální. Cituje knihu o základech softwarové architektury, která vysvětluje, že všechna rozhodnutí v architektuře jsou kompromisy a že žádné řešení není dokonalé.</p>
<p>Přednášející vysvětluje, že při navrhování softwaru je nutné brát v úvahu různé požadavky, jako je rychlost, bezpečnost, škálovatelnost nebo jednoduchost. Tyto vlastnosti však často jdou proti sobě – například škálovatelnost může být v rozporu s bezpečností. Proto je důležité si vědomě vybrat, které charakteristiky jsou pro daný projekt prioritní, protože není možné mít všechno.</p>
<p>Přednášející uvádí příklad firmy, která zvolila jednoduchou architekturu pro rychlou iteraci a vývoj produktu, ale později musela přejít na složitější architekturu s microservices, když firma rostla. Po změně podmínek se však opět vrátila k jednoduššímu řešení. Tím demonstruje, že rozhodování v softwarové architektuře se mění s ohledem na aktuální potřeby a situaci.</p>
<p>Druhým důležitým zákonem softwarové architektury, který přednášející zmiňuje, je, že „proč“ je důležitější než „co“. Vysvětluje, že při rozhodování je klíčové dokumentovat důvody za každým rozhodnutím, protože to pomáhá nejen vysvětlit zvolená řešení ostatním, ale také usměrňuje případné diskuse a konfliktům se specifikacemi projektu. Doporučuje používat Architecture Decision Records (ADR) jako efektivní nástroj pro dokumentování rozhodovacích procesů a trade-offů, které každé rozhodnutí přináší.</p>
<p>Přednášející také zdůrazňuje, jak dokumentování důvodů usnadňuje budoucí práci a pomáhá předejít opakovaným diskusím o tom, proč byla konkrétní rozhodnutí učiněna. Uvádí, že při zpětném pohledu na ADR může dokonce objevit lepší alternativy, které nebyly na první pohled zřejmé. Proces dokumentace nutí architekta přemýšlet o různých alternativách a být důsledný při rozhodování.</p>
<p>Na závěr shrnuje, že je nezbytné si uvědomit, že nemůžeme mít všechny požadované charakteristiky najednou. Je nutné si vybrat, co je v daném projektu prioritou, a následně tyto volby dokumentovat a vysvětlovat.</p>
","https://docs.google.com/presentation/d/1N3zPUTr-eB2q34Avn7g-x1Jt7DVaiBWI_XiJgFVyF4w/edit?usp=sharing","https://www.youtube.com/watch?v=k8WL-joze3I"
"Václav Stolín ","🎤 povídání o integračním testování ","https://www.linkedin.com/in/vaclav-stolin/","<p>Přednášející v tomto videu popisuje své zkušenosti a pohled na integrační testování. Na začátku vysvětluje, co integrační testy jsou a proč jsou důležité. Integrační test podle něj testuje aplikaci, která během testování volá externí systém, jako je databáze, HTTP služba nebo messaging systém. Vychází z vlastních zkušeností s aplikacemi postavenými na Spring Bootu, kdy typicky testuje HTTP rozhraní. Při testování se používají různé profily pro mírně odlišné konfigurace, přičemž aplikace by měla být co nejblíže produkčnímu prostředí.</p>
<p>Dále přednášející popisuje historický přístup k testování s in-memory databázemi, jako je H2, a výhody tohoto přístupu, ale také poukazuje na jeho omezení – například že testování s H2 nemusí být přesné pro produkční databáze, jako je Oracle, kvůli jejich specifikům. Jako řešení tohoto problému doporučuje použití nástrojů jako Testcontainers, které umožňují spuštění Docker image databáze během testu.</p>
<p>Testcontainers jsou podle přednášejícího vhodné zejména pro testování databází a messaging systémů, ale zmiňuje i výzvy spojené s jejich používáním, například komplikace s údržbou Docker image na build serverech a složitější debugování.</p>
<p>Dále uvádí příklady práce s Testcontainers v kontextu Spring Bootu, kde pomocí DynamicPropertySource upravuje konfiguraci pro testy s dynamickými porty. Přiznává, že Testcontainers nejsou vždy ideální řešení, zejména pokud je testovaný systém napsán v Javě, a radí zvážit jednodušší alternativy, jako je použití embedded databází či messaging systémů.</p>
<p>Na závěr zmiňuje vlastní zkušenosti s integračním testováním aplikace s použitím Kafky. Objevil, že místo Testcontainers je pro tento účel vhodnější použít Spring Kafka test s anotací EmbeddedKafka, která umožňuje testování bez nutnosti spouštění Kafky v Dockeru. Toto řešení je podle něj jednodušší a efektivnější, přičemž Spring Kafka test poskytuje i užitečné utility pro práci s daty v Kafce během testování.</p>
<p>V závěru přednášející zdůrazňuje, že integrační testy jsou důležitou součástí vývoje, doporučuje je pravidelně používat a zvážit různé přístupy podle toho, jaké technologie aplikace používá.</p>
","https://docs.google.com/presentation/d/1Dz3IoOa8e8ENW-s3wzTjO3lgnoDL80Ua9Sip1gJl1xs/edit?usp=drivesdk","https://www.youtube.com/watch?v=ub4kWHPaU_E"
"David Ondřich","🎤 Sex? Sex!","https://mastodon.social/@dondcz","<p>Přednášející David Ondřich ve své přednášce rozebírá téma pohlaví a jeho definici z vědeckého pohledu, přičemž se soustředí na současné znalosti a zjištění. Začíná s humorným úvodem o tom, jak se k tématu dostal a jak původně zamýšlený název prezentace zůstal jako finální kvůli kolegům.</p>
<p>Hlavním tématem je problematika určení pohlaví a jeho komplexita. Přednášející upozorňuje na to, že klasické dělení pohlaví podle pohlavních orgánů, chromozomů nebo sekundárních znaků (prsa, boky, ochlupení) je nedostatečné. Uvádí existenci hermafroditismu, tedy lidí, kteří mají znaky obou pohlaví, nebo chromozomální varianty (jako XXY, XYY a další), které zpochybňují jednoduchou binární definici pohlaví. Zdůrazňuje, že lékařská věda postupně objevuje složitosti pohlaví, včetně intersexuality, která se týká přibližně 1,5 % populace, což může být i více, než se předpokládá.</p>
<p>Ondřich dále zmiňuje objevy v genetice, jako je identifikace chromozomů X a Y, které tradičně určují biologické pohlaví. Nicméně upozorňuje, že ani tento způsob není zcela spolehlivý, protože někteří jedinci s chromozomy XY mohou vypadat a fungovat jako ženy a naopak.</p>
<p>Dalším tématem přednášky je gender, tedy jak lidé vnímají své vlastní pohlaví. Ondřich vysvětluje, že gender může být odlišný od biologického pohlaví a že moderní věda postupně zkoumá, jak děti vnímají své pohlaví a genderové role. Výzkumy ukazují, že i malé děti mají jasné představy o svém genderu, které nemusí vždy odpovídat jejich biologickému pohlaví.</p>
<p>Přednášející také zmiňuje, že společnost často klade důraz na vědomí pohlaví kvůli stereotypům, diverzitě a ochraně zranitelných skupin. Poukazuje na to, že bychom měli být opatrní, jakým způsobem informace o pohlaví používáme, protože neexistuje spolehlivý způsob, jak ho jednoznačně určit, jiný než se zeptat dané osoby.</p>
<p>Ondřich zakončuje přednášku myšlenkou, že určení pohlaví je složitější, než se na první pohled zdá, a že většina situací v běžném životě nevyžaduje přesnou znalost pohlaví druhé osoby. Důležitější je respektovat jednotlivce bez ohledu na to, jaké pohlaví nebo gender si sami přisuzují.</p>
","https://docs.google.com/presentation/d/1-FaHoEOYTGCGuU-N3a8Kv5Zs7-cHMHgWWuueAtdNles/edit","https://www.youtube.com/watch?v=KCKdIMOMTWQ"
"Víťa Plšek","🎤 Adventury - My guilty pleasure ","https://www.linkedin.com/in/vitaplsek","<p>Přednášející Víťa Plšek z MoroSystems na začátku videa přiznává, že tentokrát nebude mluvit o technologiích, ale o svých &quot;guilty pleasures.&quot; Otužování, tantra nebo nikotin nejsou na programu, místo toho se zaměřuje na svůj oblíbený relaxační koníček – adventury, konkrétně žánr point-and-click her.</p>
<p>Plšek se věnuje historii adventur, která sahá až do 80. let, kdy se hrály textové adventury, a vzpomíná na svou první zkušenost s těmito hrami na počítači Didaktik M. Adventury popisuje jako interaktivní knížky, kde hráč rozhoduje o tom, jakým směrem se příběh ubírá. Vyzdvihuje také důležitost nelinearity, výzev a potřeby logického myšlení při hraní.</p>
<p>Přednášející se zmiňuje o textových adventurách, které byly zpočátku velmi jednoduché, ale měly své výzvy – často bylo obtížné zadat správný příkaz, aby hra pokračovala. S nástupem pokročilejších adventur a grafiky se situace zlepšila. Zmiňuje přínos Františka Fuky, který v Československu přinesl pokrok v adventurách s uživatelskými rozhraními, které umožňovaly lepší herní zážitek.</p>
<p>Plšek se vrací ke svým oblíbeným hrám, jako jsou &quot;Dizzy&quot; a &quot;Monkey Island,&quot; které označuje za průkopníky grafických adventur. S nástupem 3D her v 90. letech ale adventury začaly upadat, zejména kvůli rozmachu her jako Counter-Strike, které zcela změnily herní průmysl.</p>
<p>Přednášející upozorňuje, že návrat adventur přišel díky nezávislým vývojářům (Indie games) a dotykovým zařízením, které umožnily pohodlnější ovládání her. Také poukazuje na různé remastery starých her a nové adventury, které dnes hráči mohou hrát i na mobilních zařízeních. Jedním z doporučených titulů je například &quot;Return to Monkey Island&quot; od Rona Gilberta, který přednášející označuje za výborný příklad toho, jak se staré hry adaptují do moderní podoby.</p>
<p>V závěru Plšek zmiňuje další zajímavé tituly, jako jsou &quot;Simon the Sorcerer,&quot; &quot;Indiana Jones,&quot; &quot;Machinarium&quot; od Amanita Design a &quot;Broken Age.&quot; Doporučuje adventury nejen pro jejich zábavné příběhy, ale i pro možnost relaxovat, aniž by bylo potřeba sedět dlouhé hodiny u počítače.</p>
","https://drive.google.com/file/d/1lpEmMXVCthu0ryCtH4RNhIxSfHZdD9dR/view?usp=sharing","https://www.youtube.com/watch?v=6rqUaPMYHk0"
"Pavel Jetenský","🎤 Vaadin Flow - Programátorské nebe frontendu pro Javisty","","<p>Přednášející Pavel Jetenský představuje vývoj aplikace v technologii Vaadin, do které se zamiloval před dvěma lety. Vysvětluje, jak vytvořil aplikaci pro objednávání zboží pro bezobalový obchod. Aplikace má přibližně 4000 řádků kódu, z toho polovina je napsaná v Kotlinu a druhá v Javě. Pavel sdílí své nadšení z jednoduchosti vývoje uživatelského rozhraní ve Vaadinu ve srovnání s Reactem, kde se při vývoji setkával s většími obtížemi.</p>
<p>Ukazuje, jak aplikace vypadá a funguje. Aplikace umožňuje například výběr dodavatelů, import ceníků, optimalizaci dopravy a automatické generování objednávek. Pavel ukazuje, jak jednoduché je přidat komponenty jako DateTimePicker a zmiňuje, že aplikace podporuje Live Reload, což umožňuje okamžité nasazení změn bez nutnosti celého znovunačtení stránky.</p>
<p>V rámci své prezentace Pavel také vysvětluje, jak Vaadin umožňuje obousměrnou komunikaci mezi frontendem a backendem, přičemž backend zůstává plně v Javě. Zmiňuje silné typování Javy, které umožňuje jednodušší refaktoring oproti technologiím jako TypeScript. Vysvětluje výhody Vaadin Flow, kde je vše napsáno v Javě, a také Hilla, která kombinuje backend v Javě s frontendem v Reactu.</p>
<p>Dále se zaměřuje na základní koncepty ve Vaadinu, jako je práce s komponentami, layouty a Grid, který usnadňuje správu dat. Pavel zdůrazňuje, jak jednoduché je přidat a zobrazit data pomocí Gridu, který automaticky zobrazuje data z tříd pomocí reflexe.</p>
<p>Nakonec Pavel mluví o validaci ve formulářích pomocí Binderu, který zajišťuje obousměrné propisování dat mezi formulářem a Java objektem. Celou přednášku zakončuje poděkováním a zdůrazněním, že Vaadin umožňuje komunikaci mezi frontendem a backendem přes websockety nebo requesty.</p>
","https://docs.google.com/presentation/d/1Mn2zGT3l1hjI-unTH6ch7dGVGUJ8hg_K/edit?usp=sharing&ouid=116470056523174499937&rtpof=true&sd=true","https://www.youtube.com/watch?v=XNaYpZBEd1A"
"Ondřej Šika","🎤 Cloud Native Postgres","https://sika.io/","<p>Přednášející v tomto videu se zaměřuje na provozování databází, konkrétně PostgreSQL, v Kubernetes. V úvodu vysvětluje, že provozování databází v Kubernetes bývalo dříve vnímáno jako složité a riskantní, ale postupně se stalo běžnou praxí. Hlavní výhodou provozování aplikací v Kubernetes je vysoká dostupnost, snadné zálohování a možnost automatizace.</p>
<p>Dále popisuje různé způsoby, jak PostgreSQL v Kubernetes provozovat. Zmíněny jsou například základní možnosti jako nasazení PostgreSQL v kontejneru s využitím Kubernetes StatefulSet, což ale neposkytuje plnou vysokou dostupnost. Přednášející pokračuje popisem pokročilejších metod, včetně použití Bitnami Helm Chartu, který usnadňuje nasazení replikace, ale stále postrádá některé klíčové funkce, jako jsou zálohy a Point-in-Time Recovery.</p>
<p>Největší část přednášky se soustředí na operátory, což jsou nástroje, které umožňují provozování PostgreSQL způsobem &quot;cloud-native&quot;. Operátor umožňuje správu celého životního cyklu aplikace, včetně záloh, replikace a automatizace. Zmiňuje také Zalando operátor, který byl dříve populární, ale měl své nedostatky. Dnes je k dispozici CloudNativePG, který je podle přednášejícího nejlepší řešení pro provoz PostgreSQL v Kubernetes. Tento operátor podporuje různé typy replikace a nabízí kompletní zálohování a obnovu dat. Díky integraci s objektem Storage, jako je S3, umožňuje efektivní replikaci dat mezi regiony a disaster recovery scénáře.</p>
<p>Dále vysvětluje, že CloudNativePG operátor je navržen pro deklarativní přístup, což znamená, že veškeré změny v nastavení jsou prováděny pomocí YAML souborů a verzovacího systému, což umožňuje snadnou automatizaci nasazení. Operátor také podporuje integraci s monitoringem pomocí Prometheus a logování do formátu JSON.</p>
<p>Na závěr přednášející zmiňuje různé možnosti customizace PostgreSQL klastru v Kubernetes, a to jak z hlediska storage, tak i z hlediska nastavení jednotlivých replik. Celkově shrnuje, že provozování PostgreSQL v Kubernetes pomocí CloudNativePG operátoru je nyní dostatečně stabilní a efektivní řešení pro produkční nasazení a nabízí vysokou úroveň dostupnosti a škálovatelnosti.</p>
","https://docs.google.com/presentation/d/1zeEhah2i5J5RGENYm9ieA91JhK5lD3lwWQc0RU_Pa28/edit","https://www.youtube.com/watch?v=eveHWnD3n5U"
"Vladimír Oraný","🎤 DX > Cold Start","https://www.linkedin.com/in/vladimirorany/","<p>V tomto videu se přednášející věnuje porovnání tří moderních Java frameworků – Helidon, Micronaut a Quarkus – z pohledu vývojářské zkušenosti (Developer Experience). Nejprve představí Helidon jako framework, který se drží standardů, jako je Jakarta EE a MicroProfile. Vývojáři se u něj nemusí zabývat reaktivním modelem, protože využívá virtual threads z projektu Loom, což zjednodušuje práci s vláknovými operacemi. Helidon je však považován za více akademický a neposkytuje tak široký ekosystém knihoven jako jiné frameworky.</p>
<p>Dále se zaměřuje na Micronaut, který nabízí větší množství možností pro různé knihovny a nástroje. Micronaut má propracované průvodce a generuje kompletní projekt, což je výhodné pro začátečníky. Poskytuje také rozsáhlé možnosti pro práci s databázemi a testování, včetně automatického připojení k testovacím kontejnerům. Přednášející upozorňuje, že Micronaut může generovat velké množství tříd, což zvyšuje komplexitu.</p>
<p>Quarkus je představen jako framework s velmi dobrým startem a efektivním generováním projektu, včetně rozsáhlé podpory kontejnerizace a různých databázových nástrojů. Nabízí vlastní knihovny, jako je Mutiny pro reaktivní programování nebo Qute pro práci s šablonami. Quarkus je podle přednášejícího vyladěnější v některých oblastech, ale používá své vlastní knihovny, což nemusí vyhovovat všem. Quarkus také automaticky spouští databázové kontejnery a umožňuje snadné připojení více služeb k jedné databázi.</p>
<p>Na závěr přednášející zmiňuje, že všechny tři frameworky poskytují skvělý výkon, ale každý má své specifické výhody. Helidon je akademičtější, Micronaut nabízí širší ekosystém a Quarkus má propracovanější nástroje pro správu projektů a integraci služeb.</p>
","https://docs.google.com/presentation/d/1ZkpR4FWX_VRYsC-U6jDXRV5lwcpXd9ietQp64ZZ6El8/edit?usp=sharing","https://www.youtube.com/watch?v=dDrid7In_98"
"Marian Schubert","🎤 Event Modeling","https://www.linkedin.com/in/marianschubert/","<p>Přednášející Marián Šubert ve videu představuje koncept <strong>Event Modelingu</strong>, který ho posledních několik let zaujal a snaží se jej zavést ve své firmě. Tento model slouží k lepšímu pochopení a plánování projektů, zejména při jejich počáteční fázi. Přednášející zmiňuje, že při startu projektu je potřeba shromáždit požadavky, akceptační kritéria, a zjistit, jak budou uživatelé s aplikací interagovat. Event Modeling usnadňuje tyto procesy a přináší konkrétní přínosy.</p>
<p>Hlavním cílem Event Modelingu je vytvořit sdílené porozumění problému a pomoci s <strong>domain-driven designem</strong> (DDD) bez nutnosti studovat složitou literaturu či terminologii. Přednášející vysvětluje, že díky Event Modelingu lze snadno vytvořit model systému, který bude odpovídat produkčnímu kódu, čímž se zlepší spolupráce mezi týmy.</p>
<p>Event Modeling pracuje s několika klíčovými komponentami:</p>
<ol>
<li><strong>UI prvky (bílé krabičky)</strong> – reprezentují uživatelské rozhraní systému nebo automatizované procesy.</li>
<li><strong>Eventy (oranžové krabičky)</strong> – zaznamenávají, co se v systému stalo, jako například uživatel se zaregistroval nebo rezervoval pokoj.</li>
<li><strong>Read modely nebo views (zelené krabičky)</strong> – poskytují data pro UI nebo jiné systémy a jsou optimalizovány pro výkon.</li>
<li><strong>Komandy (modré krabičky)</strong> – definují, jak systém reaguje na uživatelské vstupy nebo jiné akce.</li>
<li><strong>Automatizace (kolečka)</strong> – symbolizují procesy, které automatizují určité úlohy v systému.</li>
</ol>
<p>V průběhu modelování se vytváří vizuální model, který popisuje příběh aplikace a umožňuje pochopit její strukturu zleva doprava, po časové ose. Tento model lze sdílet mezi týmy a díky němu jsou všechny role, od programátorů po byznysové zástupce, schopné přispět k celkovému návrhu.</p>
<p>Dalším důležitým aspektem Event Modelingu je, že napomáhá lepší organizaci práce, jelikož každý člověk v týmu může paralelně pracovat na různých částech projektu. Přednášející zdůrazňuje, že výstupem jsou čisté funkcionality, které mohou být snadno testovány, a tím pádem se sníží potřeba komplexních testů.</p>
<p>V závěru zmiňuje, že Event Modeling umožňuje lépe odhadnout náklady na projekt, což může být přínosné při sjednávání projektů na fixní cenu.</p>
","https://docs.google.com/presentation/d/1deiMO70bQLJJUWgO5zDRdlBC9BP6FXH9QMQgAnfCSaA/edit?usp=sharing","https://www.youtube.com/watch?v=FfYoV2OTGro"
"Pavel Lahoda","🎤 Distributed Serverless","","<p>Přednášející na začátku vysvětluje, že se často zabývá vývojem klient-server řešení a představuje část klientské implementace napsanou ve Swiftu. Poté se zamýšlí nad tím, jakou technologii použít pro serverovou část, přičemž preferuje řešení, o které se bude muset co nejméně starat. Zaujala ho myšlenka serverless, kterou ilustruje zmínkou o běžných poskytovatelích, jako jsou AWS Lambda, Google Cloud a Azure, ale narazil na problémy s jejich vhodností pro jeho požadavky.</p>
<p>Jedním z jeho klíčových požadavků je škálovatelnost a odolnost řešení, zejména pokud jde o nezávislost na poskytovateli, který by mohl kdykoliv aplikaci odstranit. Také zdůrazňuje důležitost snížení provozních nákladů a hledání způsobů, jak aplikaci provozovat s minimálními náklady. Dále se věnuje myšlence, že by bylo ideální, kdyby serverové řešení bylo možné ověřit z hlediska toho, co běží na serveru, a tak zajistit, že nedojde k neoprávněným zásahům.</p>
<p>Přednášející poté popisuje různé technologie, které zkoumal, včetně open-source řešení založených na Kubernetes a blockchainu. Zmiňuje například technologie Akash a Ethereum, ale naráží na jejich omezení, jako je například komplikovaná komunikace přes smart kontrakty.</p>
<p>Nakonec představuje technologii od švýcarské firmy, která pracuje s WebAssembly a blockchainem. Toto řešení nabízí možnost nasazování kanistrů, které fungují jako malé distribuované výpočetní jednotky, a podporuje zpracování HTTP dotazů. Zdůrazňuje, že tato technologie je pro něj zatím nejzajímavější, protože umožňuje škálování a nově implementuje i streaming. Na závěr přednášky se věnuje otázkám a odpovědím s publikem a představuje koncept „revers Q&amp;A“, kdy se ptá posluchačů a oni mu odpovídají.</p>
","https://github.com/actiwerks/JOpenSpace2024","https://www.youtube.com/watch?v=uKPHRD47Wzk"
